,Fecha Alta,Tipo,Operación,Provincia,Fecha Venta,Vendedor,Indice,Superficie,Precio Venta
810,16/10/2004 00:00,Industrial,Venta,Lleida,30/08/2005 00:00,Carmen,810.0,214.0,1805518.0
811,16/10/2004 00:00,Oficina,Venta,Tarragona,21/04/2005 00:00,Pedro,811.0,236.0,2208252.0
812,17/10/2004 00:00,Casa,Venta,Girona,04/04/2005 00:00,Pedro,812.0,138.0,733470.0
813,17/10/2004 00:00,Oficina,Alquiler,Barcelona,27/01/2005 00:00,Luisa,813.0,192.0,1627200.0
814,17/10/2004 00:00,Industrial,Venta,Tarragona,04/09/2005 00:00,Pedro,814.0,182.0,1690416.0
815,18/10/2004 00:00,Parking,Alquiler,Barcelona,19/07/2005 00:00,Joaquín,815.0,232.0,2180104.0
816,18/10/2004 00:00,Suelo,Alquiler,Barcelona,05/05/2005 00:00,Joaquín,816.0,158.0,878638.0
817,18/10/2004 00:00,Suelo,Alquiler,Tarragona,21/04/2005 00:00,Pedro,817.0,49.0,244608.0
818,19/10/2004 00:00,Parking,Venta,Barcelona,01/09/2005 00:00,Luisa,818.0,102.0,562632.0
819,19/10/2004 00:00,Piso,Alquiler,Tarragona,17/07/2005 00:00,Jesús,819.0,206.0,1688170.0
820,19/10/2004 00:00,Parking,Venta,Girona,12/07/2005 00:00,María,820.0,161.0,1392006.0
821,20/10/2004 00:00,Industrial,Venta,Tarragona,09/08/2005 00:00,María,821.0,259.0,1628333.0
822,20/10/2004 00:00,Parking,Venta,Lleida,20/03/2005 00:00,Carmen,822.0,177.0,992793.0
823,21/10/2004 00:00,Piso,Alquiler,Girona,24/08/2005 00:00,Jesús,823.0,60.0,484560.0
824,21/10/2004 00:00,Local,Venta,Tarragona,01/09/2005 00:00,Luisa,824.0,172.0,866880.0
825,21/10/2004 00:00,Oficina,Alquiler,Girona,10/06/2005 00:00,Jesús,825.0,239.0,1709567.0
826,22/10/2004 00:00,Industrial,Venta,Tarragona,06/08/2005 00:00,Pedro,826.0,149.0,1391809.0
827,23/10/2004 00:00,Industrial,Alquiler,Barcelona,06/04/2005 00:00,Pedro,827.0,199.0,1278774.0
828,23/10/2004 00:00,Local,Venta,Lleida,04/03/2005 00:00,Joaquín,828.0,152.0,1218888.0
829,24/10/2004 00:00,Local,Venta,Lleida,23/04/2005 00:00,Jesús,829.0,143.0,1409551.0
830,24/10/2004 00:00,Parking,Venta,Girona,04/07/2005 00:00,Carmen,830.0,115.0,880900.0
831,24/10/2004 00:00,Casa,Alquiler,Tarragona,19/05/2005 00:00,Carmen,831.0,87.0,574200.0
832,24/10/2004 00:00,Oficina,Alquiler,Lleida,23/10/2005 00:00,Pedro,832.0,212.0,1968632.0
833,24/10/2004 00:00,Casa,Venta,Barcelona,21/03/2005 00:00,Jesús,833.0,73.0,592103.0
834,25/10/2004 00:00,Parking,Venta,Lleida,25/07/2005 00:00,Carmen,834.0,168.0,1276800.0
835,25/10/2004 00:00,Suelo,Venta,Tarragona,21/02/2005 00:00,Carmen,835.0,274.0,2124596.0
836,27/10/2004 00:00,Local,Venta,Girona,21/05/2005 00:00,Joaquín,836.0,127.0,1021334.0
837,27/10/2004 00:00,Piso,Alquiler,Girona,19/02/2005 00:00,Joaquín,837.0,62.0,583110.0
838,27/10/2004 00:00,Local,Venta,Lleida,13/07/2005 00:00,Joaquín,838.0,109.0,1029178.0
839,27/10/2004 00:00,Parking,Alquiler,Girona,29/04/2005 00:00,Carmen,839.0,114.0,1040478.0
840,27/10/2004 00:00,Piso,Venta,Girona,13/04/2005 00:00,Luisa,840.0,120.0,1061160.0
841,29/10/2004 00:00,Suelo,Venta,Barcelona,31/08/2005 00:00,Joaquín,841.0,109.0,942196.0
842,30/10/2004 00:00,Casa,Venta,Barcelona,12/03/2005 00:00,Carmen,842.0,175.0,1712725.0
843,30/10/2004 00:00,Local,Alquiler,Tarragona,28/02/2005 00:00,Luisa,843.0,121.0,593021.0
844,31/10/2004 00:00,Industrial,Venta,Tarragona,23/10/2005 00:00,Luisa,844.0,280.0,1485680.0
845,31/10/2004 00:00,Suelo,Alquiler,Tarragona,22/09/2005 00:00,Joaquín,845.0,246.0,2214984.0
846,31/10/2004 00:00,Piso,Alquiler,Girona,27/06/2005 00:00,Pedro,846.0,121.0,731929.0
847,31/10/2004 00:00,Oficina,Alquiler,Tarragona,06/04/2005 00:00,Jesús,847.0,223.0,1566129.0
848,01/11/2004 00:00,Casa,Venta,Tarragona,18/07/2005 00:00,Carmen,848.0,120.0,1003320.0
849,01/11/2004 00:00,Piso,Alquiler,Girona,16/06/2005 00:00,Carmen,849.0,159.0,1391091.0
850,01/11/2004 00:00,Casa,Alquiler,Girona,16/06/2005 00:00,Luisa,850.0,157.0,1032118.0
851,02/11/2004 00:00,Casa,Alquiler,Girona,27/04/2005 00:00,Luisa,851.0,237.0,1768020.0
852,02/11/2004 00:00,Piso,Venta,Tarragona,16/03/2005 00:00,Jesús,852.0,246.0,1708716.0
853,02/11/2004 00:00,Piso,Alquiler,Lleida,26/03/2005 00:00,Carmen,853.0,299.0,2430272.0
854,03/11/2004 00:00,Suelo,Venta,Girona,28/08/2005 00:00,Carmen,854.0,223.0,1650200.0
855,03/11/2004 00:00,Industrial,Venta,Barcelona,29/06/2005 00:00,Jesús,855.0,247.0,995657.0
856,03/11/2004 00:00,Industrial,Venta,Girona,08/09/2005 00:00,María,856.0,238.0,2379048.0
857,03/11/2004 00:00,Oficina,Alquiler,Lleida,11/06/2005 00:00,Luisa,857.0,251.0,1821758.0
858,03/11/2004 00:00,Suelo,Venta,Barcelona,22/05/2005 00:00,Joaquín,858.0,65.0,397540.0
859,03/11/2004 00:00,Piso,Venta,Lleida,11/02/2005 00:00,Jesús,859.0,288.0,2242656.0
860,03/11/2004 00:00,Piso,Alquiler,Girona,28/07/2005 00:00,Pedro,860.0,96.0,891456.0
861,04/11/2004 00:00,Local,Alquiler,Barcelona,28/10/2005 00:00,Joaquín,861.0,152.0,631560.0
862,06/11/2004 00:00,Oficina,Alquiler,Barcelona,10/03/2005 00:00,Luisa,862.0,246.0,2328636.0
863,06/11/2004 00:00,Industrial,Venta,Girona,04/02/2005 00:00,Luisa,863.0,108.0,553608.0
864,06/11/2004 00:00,Parking,Alquiler,Girona,11/09/2005 00:00,Joaquín,864.0,110.0,523160.0
865,07/11/2004 00:00,Parking,Venta,Girona,18/09/2005 00:00,María,865.0,136.0,1054544.0
866,07/11/2004 00:00,Suelo,Venta,Tarragona,10/09/2005 00:00,Luisa,866.0,82.0,418692.0
867,07/11/2004 00:00,Suelo,Venta,Tarragona,20/09/2005 00:00,Joaquín,867.0,127.0,912114.0
868,07/11/2004 00:00,Parking,Alquiler,Lleida,07/09/2005 00:00,Carmen,868.0,183.0,1082079.0
869,08/11/2004 00:00,Industrial,Venta,Tarragona,06/04/2005 00:00,Luisa,869.0,245.0,1951180.0
870,08/11/2004 00:00,Casa,Alquiler,Tarragona,13/06/2005 00:00,Joaquín,870.0,88.0,726352.0
871,09/11/2004 00:00,Piso,Alquiler,Girona,29/08/2005 00:00,Jesús,871.0,185.0,1390460.0
872,09/11/2004 00:00,Industrial,Alquiler,Lleida,06/05/2005 00:00,Luisa,872.0,295.0,2923155.0
873,09/11/2004 00:00,Piso,Venta,Tarragona,22/02/2005 00:00,Pedro,873.0,80.0,458560.0
874,09/11/2004 00:00,Oficina,Alquiler,Girona,03/05/2005 00:00,Pedro,874.0,147.0,1259202.0
875,09/11/2004 00:00,Industrial,Venta,Tarragona,29/06/2005 00:00,María,875.0,114.0,968658.0
876,09/11/2004 00:00,Oficina,Alquiler,Lleida,16/03/2005 00:00,Carmen,876.0,128.0,549120.0
877,10/11/2004 00:00,Industrial,Alquiler,Barcelona,18/04/2005 00:00,Pedro,877.0,145.0,1372135.0
878,10/11/2004 00:00,Oficina,Venta,Lleida,10/07/2005 00:00,Pedro,878.0,147.0,1070307.0
879,11/11/2004 00:00,Parking,Alquiler,Lleida,24/06/2005 00:00,Joaquín,879.0,272.0,1542784.0
880,11/11/2004 00:00,Casa,Alquiler,Lleida,10/06/2005 00:00,Carmen,880.0,113.0,645569.0
881,11/11/2004 00:00,Local,Venta,Tarragona,28/08/2005 00:00,Luisa,881.0,220.0,970420.0
882,11/11/2004 00:00,Piso,Venta,Girona,22/10/2005 00:00,María,882.0,266.0,1370964.0
883,11/11/2004 00:00,Piso,Venta,Girona,20/09/2005 00:00,Carmen,883.0,125.0,590875.0
884,11/11/2004 00:00,Casa,Alquiler,Lleida,23/02/2005 00:00,Jesús,884.0,151.0,719213.0
885,12/11/2004 00:00,Piso,Venta,Girona,28/06/2005 00:00,Joaquín,885.0,133.0,1191281.0
886,13/11/2004 00:00,Suelo,Alquiler,Barcelona,08/11/2005 00:00,Luisa,886.0,160.0,1356160.0
887,13/11/2004 00:00,Oficina,Alquiler,Lleida,31/07/2005 00:00,María,887.0,95.0,412395.0
888,13/11/2004 00:00,Oficina,Alquiler,Lleida,31/10/2005 00:00,Pedro,888.0,236.0,1420012.0
889,13/11/2004 00:00,Oficina,Venta,Tarragona,11/10/2005 00:00,Pedro,889.0,165.0,1598520.0
890,13/11/2004 00:00,Casa,Venta,Girona,29/08/2005 00:00,Pedro,890.0,255.0,2543625.0
891,14/11/2004 00:00,Casa,Alquiler,Tarragona,04/05/2005 00:00,María,891.0,226.0,2025638.0
892,14/11/2004 00:00,Casa,Venta,Tarragona,21/09/2005 00:00,Pedro,892.0,228.0,1115604.0
893,14/11/2004 00:00,Parking,Alquiler,Lleida,04/05/2005 00:00,Jesús,893.0,92.0,610696.0
894,14/11/2004 00:00,Industrial,Alquiler,Barcelona,12/09/2005 00:00,Jesús,894.0,229.0,1341024.0
895,14/11/2004 00:00,Piso,Alquiler,Tarragona,24/09/2005 00:00,Luisa,895.0,226.0,1340632.0
896,15/11/2004 00:00,Suelo,Alquiler,Lleida,15/02/2005 00:00,Carmen,896.0,64.0,581568.0
897,15/11/2004 00:00,Casa,Venta,Barcelona,14/03/2005 00:00,Jesús,897.0,258.0,2449452.0
898,16/11/2004 00:00,Local,Venta,Barcelona,14/06/2005 00:00,Jesús,898.0,58.0,315810.0
899,16/11/2004 00:00,Casa,Alquiler,Barcelona,02/04/2005 00:00,Pedro,899.0,136.0,1072768.0
900,16/11/2004 00:00,Parking,Alquiler,Girona,18/07/2005 00:00,Pedro,900.0,294.0,1653456.0
901,17/11/2004 00:00,Oficina,Alquiler,Barcelona,05/11/2005 00:00,Joaquín,901.0,294.0,2722146.0
902,17/11/2004 00:00,Suelo,Alquiler,Tarragona,05/05/2005 00:00,Carmen,902.0,151.0,1029367.0
903,17/11/2004 00:00,Piso,Venta,Barcelona,25/07/2005 00:00,Pedro,903.0,62.0,455762.0
904,18/11/2004 00:00,Local,Alquiler,Girona,11/11/2005 00:00,Joaquín,904.0,116.0,479892.0
905,18/11/2004 00:00,Industrial,Alquiler,Tarragona,27/10/2005 00:00,Pedro,905.0,68.0,500140.0
906,18/11/2004 00:00,Oficina,Alquiler,Barcelona,03/07/2005 00:00,Jesús,906.0,59.0,491706.0
907,18/11/2004 00:00,Parking,Venta,Girona,17/04/2005 00:00,Pedro,907.0,134.0,933444.0
908,18/11/2004 00:00,Industrial,Venta,Tarragona,15/04/2005 00:00,Carmen,908.0,127.0,1204595.0
909,19/11/2004 00:00,Piso,Alquiler,Tarragona,16/11/2005 00:00,Jesús,909.0,197.0,1506853.0
910,20/11/2004 00:00,Local,Alquiler,Barcelona,08/11/2005 00:00,Pedro,910.0,135.0,1036665.0
911,20/11/2004 00:00,Suelo,Alquiler,Lleida,30/08/2005 00:00,Pedro,911.0,200.0,1967400.0
912,20/11/2004 00:00,Suelo,Alquiler,Lleida,30/08/2005 00:00,Pedro,912.0,250.0,1676500.0
913,20/11/2004 00:00,Piso,Venta,Girona,19/09/2005 00:00,Pedro,913.0,48.0,366480.0
914,20/11/2004 00:00,Oficina,Venta,Girona,10/08/2005 00:00,Jesús,914.0,285.0,1869885.0
915,21/11/2004 00:00,Piso,Alquiler,Lleida,20/08/2005 00:00,María,915.0,155.0,1511095.0
916,21/11/2004 00:00,Parking,Venta,Tarragona,28/08/2005 00:00,Pedro,916.0,263.0,1719757.0
917,22/11/2004 00:00,Industrial,Alquiler,Lleida,29/06/2005 00:00,Carmen,917.0,197.0,1662089.0
918,22/11/2004 00:00,Casa,Alquiler,Lleida,11/10/2005 00:00,María,918.0,270.0,1311660.0
919,23/11/2004 00:00,Industrial,Venta,Barcelona,08/08/2005 00:00,Luisa,919.0,137.0,1242042.0
920,24/11/2004 00:00,Suelo,Venta,Tarragona,16/06/2005 00:00,Luisa,920.0,163.0,1273030.0
921,24/11/2004 00:00,Oficina,Venta,Lleida,11/05/2005 00:00,Joaquín,921.0,217.0,1238202.0
922,24/11/2004 00:00,Suelo,Venta,Tarragona,09/07/2005 00:00,Carmen,922.0,257.0,1440742.0
923,25/11/2004 00:00,Parking,Alquiler,Girona,10/05/2005 00:00,Luisa,923.0,283.0,2213909.0
924,25/11/2004 00:00,Parking,Alquiler,Lleida,11/10/2005 00:00,Joaquín,924.0,298.0,2039512.0
925,25/11/2004 00:00,Suelo,Alquiler,Barcelona,19/10/2005 00:00,Luisa,925.0,298.0,2376550.0
926,25/11/2004 00:00,Suelo,Alquiler,Barcelona,16/03/2005 00:00,Carmen,926.0,151.0,709700.0
927,26/11/2004 00:00,Industrial,Alquiler,Barcelona,06/06/2005 00:00,Joaquín,927.0,283.0,1615647.0
928,27/11/2004 00:00,Local,Alquiler,Tarragona,29/10/2005 00:00,Carmen,928.0,73.0,410260.0
929,27/11/2004 00:00,Local,Venta,Tarragona,05/03/2005 00:00,Luisa,929.0,161.0,1604687.0
930,27/11/2004 00:00,Suelo,Venta,Lleida,13/11/2005 00:00,Carmen,930.0,223.0,2053384.0
931,29/11/2004 00:00,Parking,Venta,Lleida,23/04/2005 00:00,Joaquín,931.0,121.0,754435.0
932,29/11/2004 00:00,Parking,Alquiler,Tarragona,17/10/2005 00:00,Luisa,932.0,150.0,795000.0
933,29/11/2004 00:00,Casa,Alquiler,Girona,10/10/2005 00:00,Jesús,933.0,228.0,2212740.0
934,30/11/2004 00:00,Oficina,Alquiler,Lleida,09/06/2005 00:00,Pedro,934.0,164.0,1373008.0
935,01/12/2004 00:00,Parking,Alquiler,Girona,01/11/2005 00:00,María,935.0,116.0,573040.0
936,01/12/2004 00:00,Industrial,Alquiler,Girona,20/10/2005 00:00,María,936.0,276.0,1932552.0
937,01/12/2004 00:00,Local,Venta,Barcelona,24/03/2005 00:00,Pedro,937.0,158.0,766774.0
938,01/12/2004 00:00,Industrial,Alquiler,Girona,17/05/2005 00:00,Pedro,938.0,216.0,1962360.0
939,02/12/2004 00:00,Industrial,Venta,Barcelona,11/07/2005 00:00,Luisa,939.0,249.0,1662822.0
940,02/12/2004 00:00,Industrial,Venta,Barcelona,11/05/2005 00:00,Jesús,940.0,68.0,614244.0
941,02/12/2004 00:00,Industrial,Alquiler,Tarragona,29/04/2005 00:00,Carmen,941.0,177.0,1485915.0
942,03/12/2004 00:00,Piso,Venta,Tarragona,16/06/2005 00:00,Carmen,942.0,268.0,1273000.0
943,03/12/2004 00:00,Piso,Alquiler,Girona,01/12/2005 00:00,Carmen,943.0,66.0,558030.0
944,04/12/2004 00:00,Piso,Venta,Tarragona,26/03/2005 00:00,Pedro,944.0,162.0,894888.0
945,04/12/2004 00:00,Piso,Venta,Girona,13/09/2005 00:00,Pedro,945.0,243.0,1447551.0
946,04/12/2004 00:00,Suelo,Venta,Lleida,25/03/2005 00:00,Carmen,946.0,103.0,474624.0
947,05/12/2004 00:00,Piso,Alquiler,Girona,07/07/2005 00:00,Pedro,947.0,237.0,1725597.0
948,05/12/2004 00:00,Parking,Alquiler,Barcelona,27/07/2005 00:00,María,948.0,206.0,1241562.0
949,05/12/2004 00:00,Piso,Venta,Girona,11/03/2005 00:00,Pedro,949.0,233.0,2153852.0
950,06/12/2004 00:00,Oficina,Venta,Barcelona,11/10/2005 00:00,Carmen,950.0,65.0,307255.0
951,07/12/2004 00:00,Industrial,Venta,Barcelona,18/06/2005 00:00,María,951.0,142.0,954808.0
952,07/12/2004 00:00,Casa,Alquiler,Girona,19/10/2005 00:00,Carmen,952.0,240.0,1510320.0
953,08/12/2004 00:00,Parking,Venta,Lleida,18/09/2005 00:00,María,953.0,68.0,330956.0
954,09/12/2004 00:00,Suelo,Venta,Girona,25/08/2005 00:00,María,954.0,200.0,1938400.0
955,09/12/2004 00:00,Piso,Venta,Tarragona,21/05/2005 00:00,Carmen,955.0,80.0,509840.0
956,09/12/2004 00:00,Casa,Alquiler,Tarragona,30/07/2005 00:00,Luisa,956.0,84.0,368760.0
957,10/12/2004 00:00,Local,Alquiler,Tarragona,26/05/2005 00:00,Carmen,957.0,227.0,1071667.0
958,10/12/2004 00:00,Parking,Venta,Tarragona,16/05/2005 00:00,María,958.0,291.0,1872876.0
959,10/12/2004 00:00,Suelo,Venta,Girona,10/07/2005 00:00,Joaquín,959.0,275.0,1732500.0
960,10/12/2004 00:00,Parking,Alquiler,Girona,22/10/2005 00:00,Carmen,960.0,96.0,535584.0
961,10/12/2004 00:00,Oficina,Alquiler,Barcelona,13/07/2005 00:00,Joaquín,961.0,174.0,1271592.0
962,11/12/2004 00:00,Local,Venta,Lleida,28/05/2005 00:00,Pedro,962.0,190.0,1593720.0
963,11/12/2004 00:00,Suelo,Venta,Girona,15/07/2005 00:00,Luisa,963.0,185.0,1038590.0
964,11/12/2004 00:00,Industrial,Venta,Girona,15/08/2005 00:00,Joaquín,964.0,56.0,525616.0
965,11/12/2004 00:00,Piso,Alquiler,Lleida,22/04/2005 00:00,María,965.0,213.0,1994532.0
966,12/12/2004 00:00,Piso,Venta,Girona,18/03/2005 00:00,Carmen,966.0,175.0,722925.0
967,12/12/2004 00:00,Local,Alquiler,Lleida,03/10/2005 00:00,Jesús,967.0,96.0,769824.0
968,14/12/2004 00:00,Piso,Venta,Lleida,22/10/2005 00:00,Pedro,968.0,272.0,2581552.0
969,14/12/2004 00:00,Piso,Alquiler,Girona,07/06/2005 00:00,Luisa,969.0,232.0,1193408.0
970,14/12/2004 00:00,Piso,Venta,Lleida,22/09/2005 00:00,María,970.0,200.0,1145600.0
971,14/12/2004 00:00,Piso,Venta,Girona,27/07/2005 00:00,Joaquín,971.0,219.0,1059303.0
972,15/12/2004 00:00,Casa,Alquiler,Lleida,20/08/2005 00:00,Jesús,972.0,126.0,600642.0
973,15/12/2004 00:00,Parking,Alquiler,Lleida,10/12/2005 00:00,Jesús,973.0,131.0,920144.0
974,16/12/2004 00:00,Suelo,Venta,Lleida,30/07/2005 00:00,Pedro,974.0,77.0,409563.0
975,16/12/2004 00:00,Local,Alquiler,Barcelona,20/11/2005 00:00,Pedro,975.0,232.0,1236560.0
976,16/12/2004 00:00,Suelo,Alquiler,Barcelona,04/04/2005 00:00,Joaquín,976.0,199.0,1494490.0
977,17/12/2004 00:00,Casa,Venta,Tarragona,09/10/2005 00:00,María,977.0,115.0,659295.0
978,18/12/2004 00:00,Casa,Alquiler,Barcelona,23/05/2005 00:00,Joaquín,978.0,97.0,672792.0
979,18/12/2004 00:00,Suelo,Venta,Barcelona,04/10/2005 00:00,Joaquín,979.0,122.0,589016.0
980,18/12/2004 00:00,Local,Venta,Girona,30/11/2005 00:00,Pedro,980.0,278.0,2273762.0
981,19/12/2004 00:00,Casa,Alquiler,Barcelona,29/08/2005 00:00,Carmen,981.0,212.0,1588940.0
982,19/12/2004 00:00,Oficina,Alquiler,Barcelona,04/04/2005 00:00,Luisa,982.0,250.0,1127750.0
983,19/12/2004 00:00,Suelo,Alquiler,Lleida,20/04/2005 00:00,Jesús,983.0,278.0,1678286.0
984,20/12/2004 00:00,Piso,Alquiler,Barcelona,06/09/2005 00:00,Pedro,984.0,270.0,2427300.0
985,20/12/2004 00:00,Suelo,Alquiler,Lleida,14/05/2005 00:00,Joaquín,985.0,212.0,1753240.0
986,21/12/2004 00:00,Industrial,Venta,Lleida,21/08/2005 00:00,Carmen,986.0,258.0,1894752.0
987,21/12/2004 00:00,Casa,Alquiler,Tarragona,12/07/2005 00:00,Jesús,987.0,225.0,2000475.0
988,21/12/2004 00:00,Piso,Venta,Lleida,09/07/2005 00:00,Joaquín,988.0,81.0,528120.0
989,21/12/2004 00:00,Industrial,Venta,Barcelona,24/04/2005 00:00,Pedro,989.0,182.0,1717898.0
990,21/12/2004 00:00,Oficina,Venta,Barcelona,13/10/2005 00:00,Luisa,990.0,233.0,1870757.0
991,22/12/2004 00:00,Piso,Alquiler,Girona,22/07/2005 00:00,María,991.0,281.0,2326118.0
992,22/12/2004 00:00,Industrial,Venta,Tarragona,23/06/2005 00:00,Luisa,992.0,201.0,1911510.0
993,22/12/2004 00:00,Local,Venta,Girona,20/12/2005 00:00,Joaquín,993.0,187.0,1346961.0
994,22/12/2004 00:00,Oficina,Venta,Tarragona,29/05/2005 00:00,Joaquín,994.0,180.0,1414800.0
995,23/12/2004 00:00,Parking,Alquiler,Girona,29/05/2005 00:00,Carmen,995.0,88.0,690184.0
996,23/12/2004 00:00,Industrial,Alquiler,Girona,01/09/2005 00:00,Pedro,996.0,66.0,448932.0
997,23/12/2004 00:00,Local,Venta,Girona,30/07/2005 00:00,Luisa,997.0,219.0,2101743.0
998,23/12/2004 00:00,Industrial,Venta,Girona,06/06/2005 00:00,Pedro,998.0,67.0,430743.0
999,24/12/2004 00:00,Parking,Venta,Lleida,15/10/2005 00:00,Luisa,999.0,300.0,2707200.0
1000,25/12/2004 00:00,Local,Venta,Barcelona,07/06/2005 00:00,Luisa,1000.0,250.0,1368750.0
1001,25/12/2004 00:00,Piso,Alquiler,Barcelona,22/07/2005 00:00,María,1001.0,292.0,2677056.0
1002,25/12/2004 00:00,Parking,Venta,Tarragona,19/07/2005 00:00,Jesús,1002.0,87.0,638058.0
1003,26/12/2004 00:00,Piso,Venta,Lleida,15/04/2005 00:00,Jesús,1003.0,95.0,866780.0
1004,26/12/2004 00:00,Oficina,Alquiler,Girona,12/06/2005 00:00,Luisa,1004.0,159.0,1437360.0
1005,26/12/2004 00:00,Suelo,Venta,Lleida,25/04/2005 00:00,Pedro,1005.0,215.0,1706240.0
1006,27/12/2004 00:00,Oficina,Alquiler,Tarragona,17/08/2005 00:00,Jesús,1006.0,86.0,822504.0
1007,27/12/2004 00:00,Casa,Venta,Lleida,02/05/2005 00:00,Carmen,1007.0,121.0,622787.0
1008,27/12/2004 00:00,Piso,Alquiler,Tarragona,23/06/2005 00:00,Pedro,1008.0,222.0,1266732.0
1009,27/12/2004 00:00,Parking,Venta,Girona,04/12/2005 00:00,Luisa,1009.0,211.0,945702.0
1010,27/12/2004 00:00,Piso,Alquiler,Barcelona,23/12/2005 00:00,María,1010.0,96.0,862848.0
1011,30/12/2004 00:00,Oficina,Venta,Tarragona,21/07/2005 00:00,Jesús,1011.0,173.0,1008071.0
1012,31/12/2004 00:00,Oficina,Venta,Barcelona,06/09/2005 00:00,Pedro,1012.0,191.0,1657880.0
1013,31/12/2004 00:00,Casa,Venta,Barcelona,05/11/2005 00:00,María,1013.0,146.0,1457226.0
1014,31/12/2004 00:00,Local,Alquiler,Barcelona,03/12/2005 00:00,Luisa,1014.0,168.0,1508472.0
1015,01/01/2005 00:00,Parking,Alquiler,Barcelona,24/10/2005 00:00,María,1015.0,142.0,1276864.0
1016,01/01/2005 00:00,Parking,Venta,Girona,23/10/2005 00:00,Carmen,1016.0,217.0,2101862.0
1017,01/01/2005 00:00,Local,Alquiler,Barcelona,17/08/2005 00:00,Jesús,1017.0,269.0,1360064.0
1018,02/01/2005 00:00,Suelo,Venta,Lleida,24/08/2005 00:00,Jesús,1018.0,47.0,369984.0
1019,02/01/2005 00:00,Industrial,Alquiler,Lleida,07/10/2005 00:00,María,1019.0,201.0,1176855.0
1020,02/01/2005 00:00,Suelo,Alquiler,Girona,24/10/2005 00:00,Joaquín,1020.0,86.0,452962.0
1021,03/01/2005 00:00,Piso,Alquiler,Tarragona,10/11/2005 00:00,Joaquín,1021.0,237.0,1177653.0
1022,03/01/2005 00:00,Oficina,Venta,Girona,16/10/2005 00:00,Pedro,1022.0,105.0,889980.0
1023,03/01/2005 00:00,Piso,Alquiler,Barcelona,19/11/2005 00:00,Carmen,1023.0,172.0,1615424.0
1024,04/01/2005 00:00,Industrial,Alquiler,Tarragona,07/05/2005 00:00,Jesús,1024.0,216.0,2022624.0
1025,04/01/2005 00:00,Parking,Alquiler,Barcelona,10/07/2005 00:00,Luisa,1025.0,206.0,1231262.0
1026,04/01/2005 00:00,Casa,Alquiler,Girona,06/11/2005 00:00,Joaquín,1026.0,79.0,352972.0
1027,05/01/2005 00:00,Casa,Venta,Lleida,25/11/2005 00:00,Joaquín,1027.0,81.0,610416.0
1028,05/01/2005 00:00,Piso,Alquiler,Lleida,25/07/2005 00:00,Joaquín,1028.0,269.0,1089181.0
1029,05/01/2005 00:00,Piso,Alquiler,Tarragona,12/12/2005 00:00,María,1029.0,221.0,1194505.0
1030,05/01/2005 00:00,Industrial,Alquiler,Barcelona,08/08/2005 00:00,María,1030.0,143.0,1106677.0
1031,06/01/2005 00:00,Industrial,Alquiler,Barcelona,29/11/2005 00:00,Luisa,1031.0,170.0,1262250.0
1032,06/01/2005 00:00,Casa,Alquiler,Lleida,07/06/2005 00:00,Luisa,1032.0,171.0,1236672.0
1033,06/01/2005 00:00,Industrial,Alquiler,Girona,07/07/2005 00:00,Luisa,1033.0,153.0,923355.0
1034,07/01/2005 00:00,Industrial,Venta,Barcelona,19/11/2005 00:00,Jesús,1034.0,252.0,2398788.0
1035,07/01/2005 00:00,Local,Venta,Lleida,31/08/2005 00:00,Luisa,1035.0,180.0,1636560.0
1036,08/01/2005 00:00,Industrial,Venta,Lleida,12/12/2005 00:00,Jesús,1036.0,271.0,2496723.0
1037,08/01/2005 00:00,Piso,Alquiler,Girona,09/04/2005 00:00,Carmen,1037.0,59.0,325326.0
1038,09/01/2005 00:00,Casa,Alquiler,Lleida,28/10/2005 00:00,Pedro,1038.0,264.0,1441440.0
1039,09/01/2005 00:00,Local,Venta,Barcelona,16/09/2005 00:00,Jesús,1039.0,162.0,1315440.0
1040,09/01/2005 00:00,Local,Alquiler,Tarragona,26/08/2005 00:00,Joaquín,1040.0,286.0,1732302.0
1041,10/01/2005 00:00,Suelo,Venta,Tarragona,07/12/2005 00:00,María,1041.0,90.0,374310.0
1042,11/01/2005 00:00,Suelo,Alquiler,Tarragona,19/06/2005 00:00,Pedro,1042.0,186.0,1844004.0
1043,11/01/2005 00:00,Piso,Alquiler,Tarragona,11/12/2005 00:00,Joaquín,1043.0,217.0,1603196.0
1044,11/01/2005 00:00,Parking,Alquiler,Girona,09/10/2005 00:00,Joaquín,1044.0,260.0,2402920.0
1045,11/01/2005 00:00,Suelo,Alquiler,Girona,04/09/2005 00:00,Luisa,1045.0,240.0,1823280.0
1046,11/01/2005 00:00,Oficina,Alquiler,Barcelona,27/11/2005 00:00,Jesús,1046.0,157.0,949693.0
1047,12/01/2005 00:00,Casa,Alquiler,Barcelona,25/09/2005 00:00,Luisa,1047.0,279.0,2362572.0
1048,12/01/2005 00:00,Oficina,Venta,Barcelona,21/04/2005 00:00,Joaquín,1048.0,73.0,672987.0
1049,12/01/2005 00:00,Casa,Venta,Tarragona,16/09/2005 00:00,Carmen,1049.0,120.0,703680.0
1050,12/01/2005 00:00,Parking,Venta,Lleida,08/10/2005 00:00,Pedro,1050.0,246.0,1940448.0
1051,12/01/2005 00:00,Casa,Venta,Girona,12/12/2005 00:00,María,1051.0,75.0,624600.0
